Type,Cleaned_content
neutral,panostaja treat negoti partner entrepreneur sell life work newcom entrepreneur seek career fairli justli accord law
neutral,patrick jeambar also continu respons innov health safeti environ hsea function ahlstrom corpor
neutral,nasdaq omx geo1v gypsii busi unit develop awardwin gypsii mobil social network applic today announc avail free download via samsung mobil applic store
neutral,sami seppnen ceo elisa eesti say novel network allow fast mobil broadband spars popul area
neutral,sanoma corpor want new better frequenc helsinki metropolitan area
neutral,sanoma learn literatur offer print digit learn materi present eleven countri
positive,adapt award certifi integr sap netweav endors integr baswar invoic autom procur solut 200 differ erp system
positive,commiss applaud appli factbas datadriven approach provid clariti futur petit
positive,compani celebr fiftieth anniversari next year export distinct detach home central europ sever decad
neutral,contract cover new energyeffici ac drive design cooper compani
neutral,costanza light aluminum base washabl shade come white pistachio orang blue red
positive,energyeffici data center built combin effect energi solut stateoftheart technolog
neutral,familiar blue white red hk seal receiv authent look
negative,finnish daili kauppalehti surmis finnish supplier rautaruukki rais price aker comfort zone
neutral,method utilis waterborn ultra product give protect wooden surfac industri paint process wherebi two layer top coat appli exterior wooden panel board without separ primer
neutral,popular paper far kesko loyal custom magazin pirkka 2462000 reader
neutral,process technolog project manag basic engin qualiti assur within forest industri consolid vantaa southern finland
neutral,smaller molecul improv grip tyre topspe drive
positive,social plan negoti part three year turnaround program expect ensur salomon futur competit
neutral,test conduct nokia siemen lte center compet espoo finland follow compani product start ltereadi flexi multiradio base station 800 mhz band april 2010 complement earlier test nokia 2100 mhz 2600 mhz band
neutral,tool patent pend design allow consum lay entir project remov plate use multipl clear stamp kind
neutral,use case dramat narrow go hot ltd
neutral,vessel also environment friendli fast modern conveni
neutral,thu sysopen digia accord chapter 14 section 21 finnish compani act 2991978 734 obtain titl share sentera redeem
neutral,today orang scissor icon symbol excel ergonom design superior qualiti associ everi product fiskar
neutral,sound experi project deliveri larg multipurpos complex sport arena say sami eronen svp infrastructur northern europ ruukki construct
neutral,weber convinc friend ray ostrom own lake street sport good store sell lure
positive,nokia strong track record lowerend handset market said juli touchscreen offer would come year cheaper rival model order tap highervolum market
positive,aim ensur vacon good shape capit expenditur start pick comment vacon plc presid ceo vesa laisi
negative,share royal sun allianc continu slide back 12month high 172p last month potenti suitor rule takeov bid
negative,manag director comment net sale first quarter notabl lower year especi finland russia baltic countri
positive,sale climb 192 pct 1002 bln eur surpass 953 mln eur consensu figur
positive,suominen corpor estim costcut program start autumn 2005 higher sale price expect growth volum wet wipe make compani oper profit
positive,releas compani said vocollect t2 custom north america take advantag voic direct wareh solut increas warehous effici product gain discount price
neutral,marimekko make sort color littl impuls buy umbrella babi bib chang purs sale better take advantag shopper ca nt commit furnitur want piec action
positive,busi boom ostrom help plant small stori rapala lure life magazin issu featur marilyn monro cover
positive,finnish oko bank sign cooper agreement raiffeisen concern finnish compani invest russia
positive,paper maker stora enso oyj said friday acquit charg particip paper pricefix conspiraci unit state
positive,cooper sh uk distributor lift equip manufactur konecran fiveyear deal involv low mainten fuel save technolog
positive,metsaliitto said book minor gain less eur1 0 transact
positive,negoti carri construct manner parti tri find solut situat
positive,much better process use virgin paper requir less transport wood pulp place like finland canada
positive,report period bioti north american licens partner somaxon pharmaceut announc posit result nalmefen pilot phase 2 clinic trial smoke cessat
positive,indorussia trade cross target 10 billion dollar 2010 doubl 20 billion dollar 2015 trade irrit procedur hassl resolv chamber said survey obstacl trade russia
positive,signific mileston benefon help us secur critic usp person navig product roadmap 2007 beyond comment simon button chief technolog offic benefon
positive,18 may 2010 finnish electron produc elcoteq se hel elqav said today sign extens cooper agreement industrialis manufactur distribut aftermarket servic mobil phone japan sharp tyo 6753
positive,investor continu interest compani share although quit cheap affarsvarlden said
neutral,swedish telco teliasonera team friend swedish organ bulli fight bulli children teenag via electron channel
neutral,year person entertain play signific role determin whether fit facil workout experi pleasur chore said brian wilson director market precor entertain servic divis
neutral,see new post inspir challeng
neutral,continu make easier user explor servic handset work toward bring internet wider rang devic includ mid lowend devic said kallasvuo
neutral,finland domin rail compani vr plan set infect passeng longdist trip separ carriag
positive,compli european water framework direct requir pretreat unit fulli renov includ hydraul wast water incept degrid sand greas remov treatment deodor unit
neutral,purchas pay solut enabl compani gain visibl control businesscrit financi process
positive,far mr galvan abl avoid lay worker
neutral,agreement must approv russian competit author enter forc
neutral,total amount subscript price record fund invest nonrestrict equiti
negative,super nasti said eric schultz chief technolog offic shavlik technolog llc st paul minnbas maker patch manag tool
neutral,kemira instal nordalu produc 3500 ton liquid solid aluminum wast per year
neutral,announc solut unit speed cooper august shift simonson financ chief lowend phone octob
neutral,start softwar capabl retriev data type comput keyboard keylogg complex mechan arriv scene phish pharm
negative,third origin particip drop due nausea side effect
neutral,mr skogster current serv manag respons abb oy system modul low voltag drive
neutral,finnish compani sold uk oper consist 50 staff offic london birmingham manchest part deal hampden juli 2001 europeanwid properti casualti arm sampo industri
positive,stoneg utm solut offer protect inbound outbound attack
neutral,counter competitor strength target weak
neutral,appeal concern project lodg czech ministri environ
negative,aspocomp larg factori china factori build project india halt due financ problem
neutral,found 2000 bioview autom laboratori test especi diagnost test cancer
negative,fsecur also point logic weak sequenc number card approach appar alreadi utilis
neutral,inspect compani strateg strength weak
neutral,even littl bit higher yara multipl analyst helsinki said
neutral,kesko offer hilton open hotel kaliniski prospect 18000squar metr build difficulti
neutral,key reason read report report contain relev inform leav excess data
positive,complet recycl plant import link chain creat wast manag system dubna region meet eu standard
neutral,dollar bounc back hit anoth record low euro reach 141 first time
neutral,fivestorey ecoeffici build gross floor area 15000 sq also includ apart
neutral,new compani buy baltic pearl cjsc leas right 81 hectar construct mall gross area 140000 sq 15 million sq ft
negative,seawind en rout finnish port turku stockholm got stuck ice alreadi around 4 pm wednesday regal star journey swedish port kapellskar paldiski northwestern estonia cut short 2 thursday
neutral,stena poseidon socal panamax tanker design abl pass narrow passag panama canal lock
positive,upon complet keskuskatu form backbon helsinki pedestrianis downtown area link citi main pedestrian precinct
negative,uncommonli weak snow condit nearli everi market affect first quarter result chief execut roger talermo said
negative,danish compani flsmidth acknowledg violat patent held finnish metso
negative,liquid provid interrupt may 11 2007 aspocomp group oyj share trade 050 cent aspocomp stock exchang releas 1152007
positive,market expect poor perform compani stock 6 percent x20ac 2389 us 3384 earli afternoon trade helsinki
positive,layoff aim reach annual save target 15 billion euro 2 billion end 2010
positive,accord finnish insur compani tapiola local insur group lhivakuutu pohjola two fierc storm end juli begin august 2010 fell tree around finland speed sale forest insur
positive,exclud nonrecur item pretax profit surg 45 eur80m
neutral,result cancel maximum increas citycon share capit basi convert bond decreas eur 2338392780 eur 2290178475
negative,adp new feb 13 2009 finnish retail kesko oyj hel kesbv said today total sale exclud valu ad tax vat stood eur 6613 million usd 8531 januari 2009 152 yearonyea
negative,low capac utilis rate steel product consider increas fix cost per unit steel produc
positive,talentum expect net sale core busi increas 2008 compar 2007
positive,newli form compani yit stavo local contact network expertis market know euro stavokonsult combin yit hous concept said juha kostiainen yit vice presid corpor commun busi develop
positive,euro 48 million invest 136 lewa net deutsch beteiligung euro 21 million
positive,china finnish kone provid elev escal solut modernis mainten build 342 escal instal highspe railway section beij shanghai 15 year time
positive,accord pkc acquisit would bring signific addit pkc custom base
positive,airbu 100 firm order a350 89 nonbind commit
neutral,aspo net sale 2006 total eur 2259 million
positive,end review period nordic aluminium order book stood eur 877 mn compar eur 704 2005
neutral,compani exist invest plan coordin
positive,net sale oper profit record high compani histori
neutral,e build system servic revenu eur 355 mln 2007
positive,elcoteq stock order stabilis past week mr krippl said
neutral,export account one tenth compani annual turnov one billion kroon
positive,favour currenc rate also contribut higher net sale ceo kari kauniskanga said
positive,fiskar 360yearold global busi best known orangehandl scissor expect deriv synergi eur5 million year consolid certain part housewar divis two compet
neutral,2009 incap expect revenu eur 70 million
positive,fullyear net sale expect increas approxim 10 compani said
neutral,2006 compani net sale amount approxim eur259m 8000 employe
neutral,2009 kone annual net sale eur 47 billion approxim 34000 employe
positive,addit indian market new plant serv salcomp custom global compani said
positive,q1 10 19 april 2010 finnish forest machineri equip maker ponss oyj hel pon1v said today expect swing net profit eur6 3 first quarter 2010 eur9 6 loss year earlier
positive,begin year wartsila secur order deliv four gasfuel main engin propuls machineri vessel
neutral,second quarter 2009 net sale oper busi partner repres 47 group total net sale
positive,india trade russia current stand four billion dollar grow 96 per cent fiscal 2007
positive,instead elcoteq sign nonbind letter intent anoth asian strateg investor
neutral,intern oper account 80 net sale
neutral,latin america current account approxim 40 sale finnish bssoss va supplier telecom oper tecnotre compani presid ceo eero mertano told bnamerica
positive,lithuanian beer maker sold 25688 million liter beer 2005 rise 45 per cent yearearli figur 24592 million liter
positive,loss tax amount eur 12 mn compar loss 26 mn
neutral,net sale 2010 eur 20 billion intern oper account roughli quarter
positive,net sale revenu per passeng expect increas
neutral,nokia oyj product site bochum germani post profit interest 134 mln eur 2007 capit report excerpt articl releas tomorrow cite intern document
neutral,oper incom eur 249 mn includ eur 153 mn restructur expens
neutral,oper profit quarter apriljun 2006 amount eur42 9 net sale eur156 3
neutral,poyri net sale 2007 amount eur 720 million employ 7400 expert
positive,return invest 166 compar 158 2004
neutral,roshan net sale 2006 191 million ebitda 665 million
positive,selfservic autom bigger role fujitsu global resourc exploit effect
neutral,board director propos sharehold meet 18 march 2010 compani would pay dividend financi year januari 1 decemb 31 2009 eur 002 per share
neutral,compani employ 6400 report net sale 620 mln euro 8232 mln 2006
positive,compani move oper profit eur10 9 versu oper loss eur15 3 also turn ep eur0 08 versu loss per share eur0 04
neutral,compani report net sale eur550m 2005 3200 employe
neutral,compani net sale 2010 total meur 3114 oper margin 139 per cent
neutral,compani pay dividend eur 050 per share total eur 14mn
neutral,decis teke base among follow ground project signific impact busi develop compani
neutral,estim turnov new compani lvl 25 million eek 40 million
neutral,finnish compani claim quarter million content tulikivi fireplac busi homeown worldwid
neutral,fouryear contract bank ski sport finland bring bank advertis skier helmet cap
neutral,group net sale eur 235 million 2009 employ 2 000 peopl 33 countri
neutral,group order book eur 774 mn end 2007
positive,insur anticip share nordea net profit signific
positive,item includ restructur cost eur1 6 year earlier eur13 1 dilut ep stood eur0 3 versu loss per share eur 01
positive,new offic locat shenzhen strengthen vaisala alreadi 10year old presenc china
positive,price raw materi aluminium went end 2005 compani consid outlook 2006 favour
positive,refin margin year 1339 bbl compar 1046 bbl prior year
neutral,report also said nokia oper compris site bochum ulm dusseldorf munich frankfurt post oper profit interest 246 mln eur
positive,subdivis made sale revenu last year eur 4807 million eur 4149 million 2008 oper profit eur 445 million eur 74 million
neutral,valu order hand total eur 2371 mn
neutral,valu confirm aircraft order total eur 2bn
positive,vaahto enter deal via subsidiari vaahto pulp paper machineri suppli two unit end 2010 remain one expect deliveri begin 2011
positive,via move compani aim annual save eur 3 million usd 43 main part expect realiz year
positive,vike line manag well current ferri
positive,scania morgan stanley lift share target swedish heavyduti truck bu maker scania ab 330 crown 424 352 euro 310 crown 398 331 euro
positive,recommend nokian z g2 accord adac judgement latest summer tyre test german automobil associ adac
neutral,ukrain act partner major bakeri client product product develop
positive,nest oil work 20 research commun europ america africa asia australia develop introduc new raw materi
positive,announc invest carmak hyundai exampl sound optimist us cours new car mean new tire
neutral,alreadi alloc money inventori
positive,3 januari 2011 finnish flag carrier finnair oyj hel fia1 said today seal nineyear sale leaseback agreement newest airbu a330 aircraft syndic japanes oper leas market
positive,accord acnielsen scantrack studi period week 10 2005 week 9 2006 cocacola market leader soft drink finland
positive,finnish ahlstrom corpor order key product equip new glass nonwoven product line russian tver mill finnish vaahto pulp paper machineri part vaahto group
neutral,finnish navig devic manufactur benefon chang name geosentr report net sale eur 11 mn second quarter 2007
positive,finnish vacon sign signific deal norwegian scandinavian electr system se suppli ac drive
positive,finnishswedish tietoen expand busi quickli russia
positive,h_kan dahlstrm head mobil servic teliasonera forecast mobil data volum teliasonera network sweden rise eightfold 200000 tb 2014
neutral,order plywood mill machineri equip announc finnish raut septemb 2006 deliv thebault plyland franc
positive,accord mreal ceo mikko heland transact enabl compani proceed swiftli restructur program
positive,accord olvi manag director lass aho compani ongo mmx plu project aim find growth outsid finland
neutral,accord scanfil presid harri takanen scanfil invest activ proceed accord strategi sever front 2010
positive,acquisit made busi well integr
neutral,alma media net sale 2009 total meur 3078 oper margin 135 per cent
neutral,aspokem post oper profit 27 mln euro 35 mln net sale 891 mln euro 1168 mln 2006
neutral,auburn sale 2007 cad 41 million approxim eur 27 million compani employ 150 peopl
positive,brazilian mobil player telemig celular yesterday announc select finnish softwar develop tecnomen oyj expand prepaid bill system
positive,cargotec corpor press releas april 28 2008 200 pm finnish time cargotec macgregor busi area provid marin cargo handl offshor load handl solut receiv signific hatch cover order bulk carrier
neutral,cargotec sale total eur 34 billion 2008 employ approxim 10500 peopl
positive,commenc construct work pearl plaza signific step russian project
neutral,corpor updat c 19952009 m2 commun ltd finnish technolog group telest corpor omx helsinki tlt1v report wednesday 4 februari oper profit eur5 6 net sale eur108 7 year 2008
positive,cost save rise 20 mln eur year 2007 oko said
positive,cramo group financi target 20102013 sale growth higher 10 percent per year return equiti 15 percent
neutral,cyme net sale expect amount eur 35 mn 2006
neutral,delhaiz le lion select aldata gold vocal pda solut motorola wt4090 pda termin
positive,dilut loss per share stood eur 015 versu eur 026
positive,effici program total 100 million euro way finnair
neutral,elcoteq revenu 2007 approxim eur 120 million
positive,elektrobit eb renew infrastructur contract ict servic provid fujitsu servic eb patja servic
positive,european traffic grew nearli 30
neutral,finlandbas intern machineri rental compani ramir plc omx helsinki rmr1v report friday 15 august oper profit eur65 0 net sale eur342 9 period januaryjun 2008
neutral,finnish aluminium product manufactur nordic aluminium plc omx helsinki noa1v report monday 18 august oper profit eur7 9 net sale eur55 2 period januaryjun 2008
neutral,finnish compon supplier componenta corpor omx helsinki cth1v report tuesday 15 juli oper profit eur46 2 net sale eur386 0 financi period januaryjun 2008
positive,finnish elev escal maker kone corpor said tuesday 18 march receiv major order sir robert mcalpin suppli elev escal watermark place project citi london
positive,finnish financi softwar develop baswar oyj said today provid invoic autom ia solut unnam major retail compani usa deal worth eur300 000
positive,finnish forest machineri equip maker ponss oyj said octob 5 2007 deliv total 67 cuttolength method forest machin 44 harvest head brazilian paper maker bahia pulp unnam uruguayan wood harvest contractor
neutral,finnish glass technolog group glaston corpor omx helsinki gla1v report thursday 14 august oper profit eur6 5 net sale eur201 5 period januaryseptemb 2008
neutral,finnish logist inform solut provid done solut corpor omx helsinki dso1v report wednesday 29 octob oper profit eur3 6 net sale eur35 1 period januaryseptemb 2008
positive,finnish metso suppli new wood handl bleach line well rebuild kraft liner wash line klabin telmaco borba mill brazilian state paran
neutral,finnish softwar compani qpr softwar plc omx helsinki qpr1v report thursday 23 octob oper profit eur63 000 net sale eur1 5 third quarter 2008
positive,finnish technolog group aspocomp group oyj omx helsinki acg1v issu third quarter report thursday 13 novemb post oper profit eur0 4 compar loss eur0 5 third quarter 2007
positive,finnishown contract manufactur electron elcoteq hungari kft announc plan recruit 650 new staffer fulfil new order p_c compani two plant
neutral,follow payment made april compani total eur 230 million loan financi institut
positive,q2 2010 consolid earn tax total eur4 5 compar eur3 9 net profit eur3 2 compar eur2 9 previou year
positive,telenor three half year contract worth estim 126 yit chosen telenor elisa princip supplier ict solut norway sweden denmark finland
neutral,fiscal year end septemb 30 2009 revenu custom 10012 million around 110 transport group revenu
neutral,galeria podlaska shop mall wysockiego street bia ystok approxim 60percent leas reserv
positive,howev expect bank provid altern financ
neutral,2005 bank post net profit lt 82 mn
neutral,2006 teliasonera net sale sek 91 bn ebitda sek 32266 bn net incom sek 1928 bn
neutral,2007 alma media oper profit eur 53mn
neutral,2007 almost two third orion net sale came drug
neutral,2007 huhtamaki continu invest organ growth
positive,2007 marimekko also open concept store yokohama nagoya central japan silver spring metropolitan washington dc usa graz central austria aalborg northern denmark
neutral,2007 group net sale stood eur 22 million 150 employe end june 2008
positive,2008 deal like bring save eur 20mn25mn
neutral,2009 report net sale approxim eur 6mn
neutral,2010 marimekko group net sale eur 73297 thousand eur 72473 thousand oper profit eur 8169 thousand eur 6291 thousand
neutral,beer olvi retain market posit
neutral,januaryseptemb 2007 oper profit total eur 205 mn
positive,middl east north africa tecnotre grown consider recent year
positive,q1 2010 18 may 2010 finnish electr compon maker salcomp oy hel sal1v said today turn net profit eur1 6 first quarter 2010 versu loss eur2m correspond period last year
positive,end 2006 number outlet rise 6070
positive,first quarter 2010 marktomarket result pretax profit eur 133 million versu loss eur 32 million period last year
positive,incap contract manufactur servic privat limit ink agreement six new custom india
positive,also said third quarter dilut ep came 034 eur compar 016 eur quarter year ago
positive,also turn earn per share ep eur 044 versu loss per share eur 226
positive,also turn earn per share ep eur 008 versu loss per share eur 004
neutral,appear statist technic surveil author custom switch servic provid mostli transfer number elisa network
neutral,expect revenu 84 billion 87 billion compar analyst estim 867 billion
positive,line plan focu select growth segment streamlin corpor structur
positive,project revenu 22 billion 23 billion slightli higher analyst estim 219 billion
positive,also strengthen ruukki offshor busi
positive,combin renew content function current system fund onlin servic well mainten
positive,jen schultebockum vodafon global director termin said compani expect sell one two million vodafon 125 225 model first year launch potenti ten million lifetim devic
positive,juha jordan chief engin glaston said one reason choos vacon global ac drive supplier servic support centr countri glaston oper
positive,kai tulonen chief technolog offic sysopen digia say mobil busi suit repres signific mileston compani offer telecommun industri
neutral,kemira suppli addit volum iron coagul compani plant helsingborg sweden
positive,last month outokumpu sold 80 percent technolog unit outokumpu technolog oyj strateg goal becom world largest stainless steel maker
positive,last week finnish metal technolog group announc plan sell 80 percent technolog unit compani strateg goal becom world largest stainless steel maker
positive,madison wi feb 6 prnewswir fiskar announc unit state patent trademark offic grant trademark registr color orang icon scissor handl
positive,manavigatorseptemb 7 2010kemira unveil indian jv ivrcl finnish chemic group kemira hel kra1v tuesday announc ink deal form joint ventur india local construct firm ivrcl infrastructur project ltd bom 530773
neutral,metso provid recoveri boiler capac 6800 tonn dri solid per day evapor plant six thermal stage capac 1600 tonn per hour
positive,metso suppli equip two process line northland resourc new kaunisvaara iron ore project sweden exploit tapuli sahavaara iron ore deposit
positive,mreal sale expect increas 4 yearonyear eur609m second quarter 2010
positive,navteq command lead instal map data system north american vehicl may leader turnbyturn navig data offer servic onstar north america said analyst phil magney telemat research group minnetonka minn
positive,nest oil board propos 100 eur dividend fullyear 2007 compar 090 eur year ago
positive,net interest incom total eur 159 mn compar eur 156 mn year earlier
neutral,net profit period 2009 euro 29 million
neutral,net profit period 2006 366 million euro
neutral,net profit period 2006 x20ac 172 million
positive,net profit 355 mln compar 298 mln
neutral,net sale expect remain level 2007
neutral,net sale sataflexo group came eur4 3 2007 group compani employ total 40 peopl
neutral,net sale 2006 total eur 302 million oper margin 16
positive,net sale 2007 expect 10 2006
neutral,net sale 2007 total eur 329 million oper margin 19
neutral,net sale 2008 expect level 2007
neutral,net sale lehdentekijat unit approxim eur 14 million 2007 70 employe
positive,nokia bought chicagobas navteq 2008 acquir map databas compet googl map well navig devic compani tomtom nv garmin ltd
neutral,nokia corp finland tuesday said receiv unifi devic manag contract finnish oper elisa oyj
neutral,nokia enough user well
neutral,eur 388 mn net interest incom
neutral,omeo wwwomeos employ 55 expect net sale 23 mln euro 298 mln fiscal 20062007 end april 30 2007
positive,oper loss eur 179mn compar loss eur 188mn second quarter 2009
neutral,oper profit quarter apriljun 2006 amount eur182 2 sale eur3 62 bn
neutral,oper profit total eur 186 mn 83 net sale
positive,oper profit eur 98 mn compar loss eur 127 mn correspond period 2009
positive,pretax loss total eur 03 mn compar loss eur 22 mn first quarter 2005
positive,pretax profit total eur 20 mn compar loss eur 1592 mn fourth quarter 2008
positive,pretax profit total eur 808 mn compar loss eur 131 mn correspond period 2009
positive,previous eb deliv custom solut lg electron make commerci avail mobil termin vendor well wireless oper
neutral,previous vaahto pulp suppli headbox rectifi roll dilut control technolog stora enso mill imatra eastern finland
positive,product expand elcoteq locat includ mexico hungari 2010
neutral,profit account period eur 03 mn
positive,rapala said estim make save 12 mln eur year centralis french oper one site
positive,reus back pet bottl also steadili increas rate use strap tape pick dip 2005 petcor said previous
neutral,russia account 9 lagarder magazin divis revenu eur 11440 mn usd 14811 mn 2009 usa 18
positive,sale expect increas end year 2006 howev
positive,satama net sale would higher year
neutral,scanfil expect net sale 2008 remain 2007 level
positive,singapor ici 1 kemira indian water infrastructur firm 2 ivrcl agre form join ventur includ new inorgan coagul manufactur facil andhra pradesh state india finnish water treatment chemic maker said tuesday
neutral,present time nokian tire contract tire product china
neutral,solvay sa engag poyri provid project manag engin procur site servic hydrogen peroxid product plant built solvaybasf joint ventur basf zandvliet site belgium
positive,southfield mich central corpor credit union distribut patronag dividend member waiv servic fee incur month juli novemb 2008 tune estim 1 million
positive,srv rais hold compani summer 2008 major
positive,systeemitiimi sale project resourc also strengthen director paul skogberg said
positive,tallink claim watertight door vana tallinn regina baltica includ electr system fulli work order
positive,talvivaara secur 10year offtak agreement 100 per cent main output nickel cobalt norilsk nickel enter longterm zinc stream agreement nyrstar nv
neutral,tekla group net sale 2005 approxim 38 million euro
positive,teliasonera secur deliveri 4g modem support 3g 2g second quarter 2010
positive,5050 joint ventur call nokia siemen network compris nokia network busi group siemen carrierrel oper creat estim synergi 15 billion euro 19 billion 2010 nokia said
positive,acquisit boomerang boat oy line done solut strategi develop busi compani acquisit
positive,action expect deliv annual cost save eur1520m
neutral,agreement cover monitor mainten server capac servic backup oneyear extens option
neutral,amend incur addit cost
positive,announc restructur significantli decreas compani indebted
positive,compani expect first order alreadi 2011
positive,compani also expect sell product russian region
neutral,compani also said board director propos profit distribut eur0 92 per share
neutral,compani close last year turnov four million euro
neutral,compani expect net sale 65 mln euro 851 mln 2006
neutral,compani expect sale revenu rmb8 0 billion 2009
positive,compani feel leas prime locat due sever produc format immedi area
neutral,compani export twenti european countri well africa
positive,compani well posit brazil uruguay
positive,compani report loss period eur 04 mn compar loss eur 19 mn correspond period 2005
neutral,compani net sale 2009 total meur 3078 oper margin 135 per cent
neutral,compani oper profit 2006 stood 396 mln euro 579 mln
neutral,compani profit total ls 134700
neutral,compani target sale ls 271 mn ls 23498 mn profit ls 300000 ls 371500 2007
positive,compani turn earn per share ep eur 003 versu loss per share eur 001
neutral,compani build altogeth 130 new substat end year
positive,diesel margin remain high
positive,divest line compani plan focu select growth segment streamlin corpor structur compani explain
positive,divest raisio margarin busi may 2009 gave compani clearer focu grainbas product
neutral,earn compar period includ capit gain eur 8mn sale omx share
neutral,finnish textil cloth compani marimekko corpor omx helsinki mmo1v report wednesday 5 novemb oper profit eur8 1 net sale eur59m period januari septemb 2008
neutral,first quarter expect line analyst forecast
positive,fourth quarter saw rapala swing back pretax profit 15 mln eur year earlier loss 12 mln back 30 pct uplift sale 448 mln eur stronger perform north america
neutral,german subsidiari produc softwar develop servic ixono telecommun busi unit client project
neutral,group consolid net sale 2008 total 34 billion euro employ approxim 13000 person
neutral,group consolid net sale 2009 total 15 billion euro employ approxim 10000 person
neutral,group revenu amount eur 80 million half account export
neutral,group revenu 2008 amount eur 94 million compani current employ approxim 730 peopl
neutral,group revenu 2009 amount eur 70 million compani current employ approxim 780 peopl
positive,group expand chain includ 45 store
neutral,insur divis turn eur120m profit
positive,iso certif demonstr move forward qualiti commit custom
positive,longterm contract global
positive,member manag team contribut adjust measur temporari salari cut 5
positive,offer repres premium 24 stock close price friday
neutral,open portal part expans strategi alma media marketplac busi unit
positive,recoveri demand start toward end 2009 continu januarymarch 2010
positive,sale healthcar trade busi support oriolakd strategi focu pharmaceut wholesal retail busi
positive,sale lead pretax capit gain eur 22 million finnish compani 2011
neutral,segment annual revenu approxim eur400m compani said
positive,soapston deposit medvezhyegorsk area expect increas tulikivi current reserv consider
neutral,solvenc capit ratio compani 27 time solvenc limit
positive,said contract estim contribut eur150m net sale 2010
positive,measur expect produc annual cost save eur 15 million start 2007
positive,bring cost save eur 3mn year
positive,acquisit solteq expand solut offer microsoft dynam busi softwar product
neutral,agreement japrotek deliv nine storag tank volum rang 1000 cu 3000 cu includ agit
positive,agreement tietoen provid blyk extend applic busi process manag servic infrastructur
neutral,agreement ponss provid forest machin mainten servic stora enso russian wood procur oper
positive,contract cramo sverig subcontractor brinkab ab provid scaffold instal lkab new pellet plant kiruna northern sweden
neutral,term agreement lextel group commit open order eur3 75 benefon mobil unit cobrand capitel china market
neutral,vacon offic support custom brazil south america
positive,capit experi number similar bridg project nordic countri
positive,via move compani aim annual save eur3m main part expect realiz year
neutral,second phase new innova build tecnopoli presenc jyvaskyla increas total approxim 62000 floor squar meter
positive,acquisit panostaja oyj expand busi area specialis digit print
neutral,moodi said gave p a1 longterm senior unsecur p p1 shortterm debt rate finnish lender aktia bank eur1bn usd1 4 bn euro mediumterm note emtn program 25 march 2011
positive,brazilian nonprofit interbank camara interbancaria de pagamento cip acquir solut us busi integr solut provid sterl commerc latter compani said statement
positive,leipurin grow rapidli internation group
positive,ntc geograph presenc complement ramir exist network bring us closer custom east bohemia region czechrepubl
positive,sever growth initi chosen geograph area alreadi ongo continu note lindex open first store czech republ autumn brno
positive,analyz kaupth bank sweden found busi fit well alandsbanken said alandsbanken chief execut peter wiklof statement
positive,2010 16 juli 2010 finnish steel maker rautaruukki oyj hel rtrk ruukki said today turn net profit eur20m second quarter 2010 net loss eur94m correspond period last year
positive,28 octob 2010 finnish wood product technolog supplier raut oyj hel rutav said today swung net profit eur3m first nine month 2010 versu net loss eur5 2 period year earlier
positive,3 februari 2011 finnish broadband data commun system provid telest oyj hel tlt1v said yesterday net profit rocket eur4 8 2010 eur416 000 2009 lift dividend propos
positive,4 februari 2011 finnish broadband data commun system provid telest oyj hel tlt1v said wednesday net profit rocket eur4 8 2010 eur416 000 2009 lift dividend propos
positive,agreement shb 30 decemb 2009 finnish financi servic group aktia hel aktav conclud market make agreement svenska handelsbanken sto shb shb two parti said today
positive,austin texa sept 6 texa depart transport award contract telest video compress distribut equip
positive,cargotec corpor press releas august 26 2008 10 finnish time cargotec macgregor busi area provid marin cargo handl offshor load handl solut receiv signific offshor crane retrofit order
positive,ceo compani tarmo noop said growth sale premium beer biggest
positive,ebit total eur 144 mn compar loss eur 03 mn correspond period 2009
positive,finnish broadband data commun system provid telest oyj hel tlt1v said yesterday return net profit eur 27 million usd 38 first nine month 2010 versu net loss eur 579000 period 2009
neutral,finnish construct compani lemminkainen oyj hel lem1 said yesterday would build plastic film extrus plant packag materi supplier ab rani plast oy lemminkainen kaluga industri park russia
positive,finnish consum packag manufactur huhtamaki oyj said swung net profit 841 mln euro 1056 mln first nine month 2006 net loss 26 mln euro 33 mln period 2005
positive,finnish dental care group oral hammaslaakarit oyj post total net profit 849000 euro 11 mln first nine month 2006 versu net loss 331000 euro 421000 period 2005
positive,finnish consult satama interact oyj post net profit 14 mln euro 20 mln first nine month 2007 compar net loss 462000 euro 664000 period 2006
positive,finnish pulp paper machineri maker vaahto group oyj swung 11 mln euro 14 mln net profit fiscal 200506 end august 31 2006 249000 euro 319000 net loss fiscal 200405
positive,finnish silicon wafer manufactur okmet oyj said swung net profit 49 mln euro 63 mln first nine month 2006 net loss 18 mln euro 23 mln year earlier
neutral,glaston also effici measur unit
positive,growth strongest fsecur oper isp mobil oper cabl oper busi
positive,second quarter 2010 compani net profit eur1 7 compar net loss eur1 3 apriljun 2009
positive,therefor seem finnish ship compani vike line get subsidi need order new lngfuell vessel
positive,jarmo honkamaa head oil refin busi nest oil say situat look promis viewpoint
positive,adp new feb 25 2009 finnish print circuit board pcb maker aspocomp group oyj hel acg1v said today swung net profit eur 300000 usd 385000 2008 versu net loss eur 653 million
positive,adp new nov 6 2008 finnish retail softwar develop aldata solut oyj omx ald1v said today swung net profit eur 21 million usd 27 first nine month 2008 versu net loss eu
